user_id,event_date,action
u1038,2026-06-09,buff
u1049,2026-06-09,stage
u1060,2026-06-09,shop
u1065,2026-06-09,shop
u1084,2026-06-09,buff
u1115,2026-06-09,buff
u1120,2026-06-09,shop
u1121,2026-06-09,shop
u1126,2026-06-09,lobby
u1139,2026-06-09,buff
u1142,2026-06-09,buff
u1143,2026-06-09,gacha
u1153,2026-06-09,shop
u1154,2026-06-09,gacha
u1155,2026-06-09,gacha
u1156,2026-06-09,shop
u1167,2026-06-09,gacha
u1169,2026-06-09,shop
u1174,2026-06-09,lobby
u1176,2026-06-09,buff
u1185,2026-06-09,buff
u1193,2026-06-09,stage
u1195,2026-06-09,buff
u1202,2026-06-09,buff
u1206,2026-06-09,shop
u1206,2026-06-09,shop
u1210,2026-06-09,gacha
u1211,2026-06-09,buff
u1215,2026-06-09,gacha
u1228,2026-06-09,gacha
u1229,2026-06-09,gacha
u1239,2026-06-09,stage
u1241,2026-06-09,lobby
u1250,2026-06-09,shop
u1252,2026-06-09,buff
u1253,2026-06-09,lobby
u1254,2026-06-09,stage
u1258,2026-06-09,stage
u1266,2026-06-09,buff
u1269,2026-06-09,shop
u1272,2026-06-09,gacha
u1273,2026-06-09,shop
u1005,2026-06-10,gacha
u1012,2026-06-10,shop
u1013,2026-06-10,shop
u1023,2026-06-10,lobby
u1023,2026-06-10,stage
u1026,2026-06-10,lobby
u1031,2026-06-10,stage
u1033,2026-06-10,gacha
u1043,2026-06-10,buff
u1045,2026-06-10,buff
u1061,2026-06-10,gacha
u1061,2026-06-10,buff
u1071,2026-06-10,gacha
u1074,2026-06-10,gacha
u1074,2026-06-10,buff
u1076,2026-06-10,buff
u1076,2026-06-10,lobby
u1091,2026-06-10,shop
u1093,2026-06-10,gacha
u1106,2026-06-10,shop
u1123,2026-06-10,buff
u1143,2026-06-10,gacha
u1145,2026-06-10,lobby
u1148,2026-06-10,shop
u1158,2026-06-10,shop
u1164,2026-06-10,lobby
u1165,2026-06-10,stage
u1175,2026-06-10,lobby
u1176,2026-06-10,stage
u1181,2026-06-10,lobby
u1182,2026-06-10,shop
u1185,2026-06-10,buff
u1188,2026-06-10,buff
u1188,2026-06-10,buff
u1189,2026-06-10,buff
u1192,2026-06-10,stage
u1201,2026-06-10,buff
u1216,2026-06-10,shop
u1223,2026-06-10,gacha
u1223,2026-06-10,stage
u1224,2026-06-10,lobby
u1226,2026-06-10,lobby
u1228,2026-06-10,lobby
u1230,2026-06-10,shop
u1232,2026-06-10,buff
u1238,2026-06-10,lobby
u1238,2026-06-10,lobby
u1240,2026-06-10,gacha
u1243,2026-06-10,stage
u1246,2026-06-10,stage
u1246,2026-06-10,stage
u1247,2026-06-10,gacha
u1247,2026-06-10,buff
u1248,2026-06-10,buff
u1249,2026-06-10,lobby
u1251,2026-06-10,lobby
u1254,2026-06-10,gacha
u1256,2026-06-10,stage
u1257,2026-06-10,lobby
u1258,2026-06-10,lobby
u1260,2026-06-10,lobby
u1261,2026-06-10,stage
u1267,2026-06-10,lobby
u1002,2026-06-11,lobby
u1004,2026-06-11,stage
u1012,2026-06-11,buff
u1013,2026-06-11,shop
u1031,2026-06-11,gacha
u1036,2026-06-11,lobby
u1043,2026-06-11,gacha
u1059,2026-06-11,shop
u1062,2026-06-11,lobby
u1081,2026-06-11,buff
u1084,2026-06-11,gacha
u1088,2026-06-11,shop
u1095,2026-06-11,shop
u1098,2026-06-11,lobby
u1112,2026-06-11,gacha
u1121,2026-06-11,gacha
u1129,2026-06-11,shop
u1130,2026-06-11,gacha
u1130,2026-06-11,stage
u1132,2026-06-11,stage
u1136,2026-06-11,buff
u1136,2026-06-11,buff
u1146,2026-06-11,lobby
u1148,2026-06-11,stage
u1149,2026-06-11,shop
u1149,2026-06-11,lobby
u1149,2026-06-11,gacha
u1153,2026-06-11,stage
u1156,2026-06-11,gacha
u1159,2026-06-11,lobby
u1161,2026-06-11,buff
u1161,2026-06-11,buff
u1166,2026-06-11,gacha
u1168,2026-06-11,shop
u1171,2026-06-11,stage
u1173,2026-06-11,gacha
u1173,2026-06-11,gacha
u1196,2026-06-11,gacha
u1196,2026-06-11,lobby
u1198,2026-06-11,shop
u1200,2026-06-11,stage
u1200,2026-06-11,stage
u1200,2026-06-11,shop
u1205,2026-06-11,lobby
u1205,2026-06-11,stage
u1208,2026-06-11,shop
u1209,2026-06-11,lobby
u1215,2026-06-11,lobby
u1217,2026-06-11,stage
u1219,2026-06-11,shop
u1220,2026-06-11,buff
u1229,2026-06-11,lobby
u1231,2026-06-11,buff
u1237,2026-06-11,gacha
u1239,2026-06-11,buff
u1245,2026-06-11,shop
u1249,2026-06-11,buff
u1263,2026-06-11,shop
u1264,2026-06-11,stage
u1268,2026-06-11,shop
u1269,2026-06-11,lobby
u1271,2026-06-11,shop
u1271,2026-06-11,lobby
u1012,2026-06-12,shop
u1028,2026-06-12,shop
u1029,2026-06-12,shop
u1036,2026-06-12,lobby
u1041,2026-06-12,buff
u1045,2026-06-12,lobby
u1050,2026-06-12,lobby
u1062,2026-06-12,stage
u1074,2026-06-12,gacha
u1079,2026-06-12,lobby
u1117,2026-06-12,gacha
u1123,2026-06-12,stage
u1124,2026-06-12,gacha
u1132,2026-06-12,stage
u1136,2026-06-12,gacha
u1137,2026-06-12,lobby
u1143,2026-06-12,buff
u1152,2026-06-12,stage
u1153,2026-06-12,gacha
u1157,2026-06-12,lobby
u1160,2026-06-12,shop
u1162,2026-06-12,stage
u1163,2026-06-12,buff
u1166,2026-06-12,stage
u1166,2026-06-12,gacha
u1168,2026-06-12,stage
u1170,2026-06-12,lobby
u1173,2026-06-12,gacha
u1174,2026-06-12,lobby
u1177,2026-06-12,gacha
u1177,2026-06-12,buff
u1178,2026-06-12,lobby
u1180,2026-06-12,stage
u1188,2026-06-12,stage
u1197,2026-06-12,shop
u1198,2026-06-12,lobby
u1212,2026-06-12,gacha
u1218,2026-06-12,lobby
u1225,2026-06-12,buff
u1227,2026-06-12,buff
u1230,2026-06-12,lobby
u1230,2026-06-12,lobby
u1236,2026-06-12,shop
u1238,2026-06-12,stage
u1239,2026-06-12,shop
u1242,2026-06-12,buff
u1245,2026-06-12,buff
u1255,2026-06-12,gacha
u1258,2026-06-12,lobby
u1260,2026-06-12,gacha
u1262,2026-06-12,shop
u1268,2026-06-12,stage
u1271,2026-06-12,lobby
u1272,2026-06-12,lobby
u1001,2026-06-13,gacha
u1002,2026-06-13,gacha
u1005,2026-06-13,buff
u1022,2026-06-13,buff
u1048,2026-06-13,lobby
u1048,2026-06-13,stage
u1049,2026-06-13,lobby
u1059,2026-06-13,buff
u1071,2026-06-13,buff
u1081,2026-06-13,gacha
u1091,2026-06-13,lobby
u1095,2026-06-13,gacha
u1112,2026-06-13,buff
u1117,2026-06-13,gacha
u1123,2026-06-13,stage
u1130,2026-06-13,shop
u1137,2026-06-13,buff
u1139,2026-06-13,shop
u1140,2026-06-13,gacha
u1142,2026-06-13,buff
u1144,2026-06-13,buff
u1152,2026-06-13,stage
u1154,2026-06-13,stage
u1160,2026-06-13,gacha
u1163,2026-06-13,shop
u1167,2026-06-13,buff
u1168,2026-06-13,stage
u1185,2026-06-13,gacha
u1189,2026-06-13,shop
u1190,2026-06-13,lobby
u1193,2026-06-13,shop
u1195,2026-06-13,shop
u1196,2026-06-13,lobby
u1197,2026-06-13,shop
u1199,2026-06-13,shop
u1203,2026-06-13,gacha
u1207,2026-06-13,stage
u1209,2026-06-13,stage
u1209,2026-06-13,lobby
u1218,2026-06-13,stage
u1219,2026-06-13,stage
u1219,2026-06-13,stage
u1220,2026-06-13,stage
u1220,2026-06-13,gacha
u1223,2026-06-13,gacha
u1226,2026-06-13,buff
u1232,2026-06-13,stage
u1236,2026-06-13,buff
u1240,2026-06-13,stage
u1246,2026-06-13,shop
u1252,2026-06-13,lobby
u1257,2026-06-13,shop
u1262,2026-06-13,buff
u1264,2026-06-13,buff
u1267,2026-06-13,lobby
u1273,2026-06-13,stage
u1014,2026-06-14,stage
u1022,2026-06-14,buff
u1023,2026-06-14,stage
u1034,2026-06-14,lobby
u1041,2026-06-14,buff
u1042,2026-06-14,buff
u1048,2026-06-14,stage
u1062,2026-06-14,stage
u1065,2026-06-14,stage
u1068,2026-06-14,shop
u1079,2026-06-14,buff
u1079,2026-06-14,shop
u1095,2026-06-14,buff
u1112,2026-06-14,lobby
u1135,2026-06-14,gacha
u1138,2026-06-14,stage
u1140,2026-06-14,shop
u1140,2026-06-14,gacha
u1144,2026-06-14,buff
u1147,2026-06-14,stage
u1151,2026-06-14,shop
u1157,2026-06-14,lobby
u1157,2026-06-14,buff
u1162,2026-06-14,gacha
u1170,2026-06-14,shop
u1172,2026-06-14,gacha
u1179,2026-06-14,buff
u1179,2026-06-14,shop
u1180,2026-06-14,lobby
u1180,2026-06-14,gacha
u1182,2026-06-14,lobby
u1183,2026-06-14,lobby
u1183,2026-06-14,stage
u1184,2026-06-14,buff
u1186,2026-06-14,stage
u1187,2026-06-14,lobby
u1190,2026-06-14,buff
u1191,2026-06-14,gacha
u1193,2026-06-14,stage
u1194,2026-06-14,gacha
u1199,2026-06-14,lobby
u1201,2026-06-14,shop
u1202,2026-06-14,gacha
u1202,2026-06-14,shop
u1203,2026-06-14,lobby
u1214,2026-06-14,gacha
u1216,2026-06-14,lobby
u1222,2026-06-14,lobby
u1226,2026-06-14,shop
u1228,2026-06-14,stage
u1233,2026-06-14,lobby
u1240,2026-06-14,lobby
u1250,2026-06-14,buff
u1259,2026-06-14,shop
u1264,2026-06-14,stage
u1274,2026-06-14,shop
u1274,2026-06-14,gacha
u1015,2026-06-15,buff
u1022,2026-06-15,shop
u1074,2026-06-15,shop
u1091,2026-06-15,stage
u1118,2026-06-15,gacha
u1138,2026-06-15,stage
u1140,2026-06-15,shop
u1143,2026-06-15,shop
u1150,2026-06-15,buff
u1150,2026-06-15,stage
u1151,2026-06-15,gacha
u1168,2026-06-15,lobby
u1171,2026-06-15,shop
u1184,2026-06-15,lobby
u1190,2026-06-15,gacha
u1194,2026-06-15,shop
u1196,2026-06-15,stage
u1209,2026-06-15,stage
u1209,2026-06-15,shop
u1210,2026-06-15,gacha
u1215,2026-06-15,gacha
u1229,2026-06-15,gacha
u1230,2026-06-15,gacha
u1235,2026-06-15,gacha
u1241,2026-06-15,buff
u1248,2026-06-15,stage
u1254,2026-06-15,gacha
u1281,2026-06-15,gacha
u1290,2026-06-15,shop
u1291,2026-06-15,shop
u1298,2026-06-15,gacha
u1300,2026-06-15,shop
u1304,2026-06-15,stage
u1311,2026-06-15,gacha
u1318,2026-06-15,stage
u1320,2026-06-15,stage
u1321,2026-06-15,buff
u1324,2026-06-15,gacha
u1327,2026-06-15,gacha
u1330,2026-06-15,stage
u1335,2026-06-15,gacha
u1339,2026-06-15,buff
u1346,2026-06-15,lobby
u1347,2026-06-15,buff
u1349,2026-06-15,stage
u1352,2026-06-15,stage
u1353,2026-06-15,buff
u1354,2026-06-15,gacha
u1358,2026-06-15,stage
u1360,2026-06-15,lobby
u1360,2026-06-15,gacha
u1363,2026-06-15,lobby
u1365,2026-06-15,shop
u1368,2026-06-15,lobby
u1373,2026-06-15,lobby
u1373,2026-06-15,gacha
u1376,2026-06-15,stage
u1378,2026-06-15,shop
u1386,2026-06-15,stage
u1388,2026-06-15,shop
u1393,2026-06-15,gacha
u1394,2026-06-15,gacha
u1398,2026-06-15,lobby
u1400,2026-06-15,buff
u1401,2026-06-15,buff
u1025,2026-06-16,stage
u1088,2026-06-16,lobby
u1092,2026-06-16,gacha
u1104,2026-06-16,shop
u1137,2026-06-16,stage
u1143,2026-06-16,stage
u1144,2026-06-16,buff
u1146,2026-06-16,buff
u1149,2026-06-16,stage
u1151,2026-06-16,buff
u1168,2026-06-16,gacha
u1175,2026-06-16,lobby
u1186,2026-06-16,stage
u1193,2026-06-16,lobby
u1196,2026-06-16,lobby
u1204,2026-06-16,gacha
u1210,2026-06-16,buff
u1216,2026-06-16,stage
u1224,2026-06-16,lobby
u1229,2026-06-16,stage
u1235,2026-06-16,stage
u1270,2026-06-16,shop
u1279,2026-06-16,lobby
u1282,2026-06-16,shop
u1286,2026-06-16,shop
u1293,2026-06-16,buff
u1303,2026-06-16,buff
u1307,2026-06-16,buff
u1310,2026-06-16,shop
u1313,2026-06-16,gacha
u1314,2026-06-16,stage
u1320,2026-06-16,stage
u1322,2026-06-16,buff
u1323,2026-06-16,lobby
u1324,2026-06-16,buff
u1325,2026-06-16,gacha
u1326,2026-06-16,stage
u1332,2026-06-16,gacha
u1335,2026-06-16,buff
u1342,2026-06-16,buff
u1344,2026-06-16,gacha
u1350,2026-06-16,stage
u1350,2026-06-16,lobby
u1355,2026-06-16,stage
u1357,2026-06-16,buff
u1358,2026-06-16,lobby
u1359,2026-06-16,lobby
u1361,2026-06-16,shop
u1362,2026-06-16,gacha
u1366,2026-06-16,lobby
u1368,2026-06-16,buff
u1371,2026-06-16,buff
u1380,2026-06-16,shop
u1382,2026-06-16,gacha
u1382,2026-06-16,gacha
u1385,2026-06-16,buff
u1388,2026-06-16,buff
u1391,2026-06-16,buff
u1392,2026-06-16,lobby
u1394,2026-06-16,shop
u1397,2026-06-16,lobby
u1402,2026-06-16,shop
u1402,2026-06-16,stage
u1036,2026-06-17,stage
u1068,2026-06-17,lobby
u1078,2026-06-17,shop
u1082,2026-06-17,lobby
u1090,2026-06-17,gacha
u1102,2026-06-17,lobby
u1104,2026-06-17,stage
u1118,2026-06-17,stage
u1137,2026-06-17,stage
u1143,2026-06-17,shop
u1149,2026-06-17,shop
u1151,2026-06-17,buff
u1152,2026-06-17,lobby
u1153,2026-06-17,shop
u1159,2026-06-17,stage
u1161,2026-06-17,lobby
u1171,2026-06-17,lobby
u1174,2026-06-17,stage
u1187,2026-06-17,shop
u1187,2026-06-17,stage
u1193,2026-06-17,lobby
u1203,2026-06-17,lobby
u1205,2026-06-17,gacha
u1207,2026-06-17,stage
u1213,2026-06-17,lobby
u1230,2026-06-17,shop
u1231,2026-06-17,shop
u1246,2026-06-17,gacha
u1246,2026-06-17,gacha
u1248,2026-06-17,gacha
u1254,2026-06-17,stage
u1264,2026-06-17,lobby
u1264,2026-06-17,shop
u1268,2026-06-17,gacha
u1271,2026-06-17,gacha
u1275,2026-06-17,lobby
u1280,2026-06-17,buff
u1282,2026-06-17,shop
u1284,2026-06-17,buff
u1296,2026-06-17,stage
u1297,2026-06-17,stage
u1305,2026-06-17,shop
u1306,2026-06-17,shop
u1313,2026-06-17,buff
u1313,2026-06-17,gacha
u1315,2026-06-17,buff
u1317,2026-06-17,lobby
u1318,2026-06-17,stage
u1319,2026-06-17,gacha
u1322,2026-06-17,buff
u1328,2026-06-17,gacha
u1337,2026-06-17,gacha
u1338,2026-06-17,shop
u1339,2026-06-17,buff
u1343,2026-06-17,gacha
u1345,2026-06-17,shop
u1349,2026-06-17,buff
u1351,2026-06-17,shop
u1357,2026-06-17,buff
u1359,2026-06-17,lobby
u1360,2026-06-17,shop
u1364,2026-06-17,gacha
u1370,2026-06-17,gacha
u1370,2026-06-17,buff
u1373,2026-06-17,stage
u1375,2026-06-17,shop
u1377,2026-06-17,shop
u1384,2026-06-17,buff
u1386,2026-06-17,shop
u1386,2026-06-17,lobby
u1389,2026-06-17,gacha
u1392,2026-06-17,lobby
u1395,2026-06-17,shop
u1398,2026-06-17,lobby
u1399,2026-06-17,gacha
u1402,2026-06-17,shop
u1403,2026-06-17,gacha
u1403,2026-06-17,stage
u1404,2026-06-17,lobby
u1061,2026-06-18,lobby
u1082,2026-06-18,lobby
u1092,2026-06-18,shop
u1096,2026-06-18,lobby
u1104,2026-06-18,gacha
u1144,2026-06-18,gacha
u1150,2026-06-18,buff
u1159,2026-06-18,lobby
u1162,2026-06-18,gacha
u1165,2026-06-18,stage
u1165,2026-06-18,gacha
u1165,2026-06-18,shop
u1167,2026-06-18,lobby
u1178,2026-06-18,lobby
u1186,2026-06-18,buff
u1200,2026-06-18,lobby
u1202,2026-06-18,gacha
u1203,2026-06-18,stage
u1204,2026-06-18,shop
u1210,2026-06-18,buff
u1211,2026-06-18,buff
u1213,2026-06-18,lobby
u1231,2026-06-18,buff
u1271,2026-06-18,shop
u1272,2026-06-18,stage
u1275,2026-06-18,buff
u1277,2026-06-18,gacha
u1285,2026-06-18,lobby
u1291,2026-06-18,gacha
u1295,2026-06-18,buff
u1299,2026-06-18,shop
u1301,2026-06-18,stage
u1301,2026-06-18,buff
u1302,2026-06-18,buff
u1305,2026-06-18,gacha
u1312,2026-06-18,stage
u1316,2026-06-18,stage
u1319,2026-06-18,gacha
u1325,2026-06-18,shop
u1325,2026-06-18,gacha
u1331,2026-06-18,shop
u1332,2026-06-18,lobby
u1333,2026-06-18,buff
u1335,2026-06-18,lobby
u1336,2026-06-18,lobby
u1338,2026-06-18,stage
u1340,2026-06-18,gacha
u1343,2026-06-18,gacha
u1345,2026-06-18,lobby
u1347,2026-06-18,shop
u1348,2026-06-18,buff
u1354,2026-06-18,gacha
u1356,2026-06-18,gacha
u1356,2026-06-18,lobby
u1369,2026-06-18,buff
u1372,2026-06-18,stage
u1375,2026-06-18,lobby
u1379,2026-06-18,buff
u1381,2026-06-18,lobby
u1383,2026-06-18,gacha
u1387,2026-06-18,buff
u1390,2026-06-18,stage
u1391,2026-06-18,shop
u1397,2026-06-18,gacha
u1036,2026-06-19,buff
u1074,2026-06-19,lobby
u1078,2026-06-19,gacha
u1083,2026-06-19,shop
u1083,2026-06-19,stage
u1096,2026-06-19,stage
u1102,2026-06-19,gacha
u1146,2026-06-19,shop
u1175,2026-06-19,lobby
u1178,2026-06-19,buff
u1180,2026-06-19,gacha
u1193,2026-06-19,gacha
u1211,2026-06-19,stage
u1214,2026-06-19,buff
u1231,2026-06-19,gacha
u1235,2026-06-19,gacha
u1241,2026-06-19,buff
u1248,2026-06-19,gacha
u1251,2026-06-19,buff
u1271,2026-06-19,lobby
u1277,2026-06-19,stage
u1278,2026-06-19,stage
u1278,2026-06-19,buff
u1283,2026-06-19,lobby
u1285,2026-06-19,stage
u1289,2026-06-19,stage
u1294,2026-06-19,gacha
u1294,2026-06-19,stage
u1298,2026-06-19,shop
u1302,2026-06-19,lobby
u1304,2026-06-19,lobby
u1309,2026-06-19,shop
u1314,2026-06-19,buff
